ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	TOKENS	VALUE	MORPHEMES	NOTE	DESEGMENTED
1905	kʰ.w i ³⁵	203	2454	nine	NorthernPwo	khwi³⁵	kʰ w i ³⁵	khwi³⁵			kʰ.w i ³⁵
2199	kʰ.w i ³³	203	2454	nine	NorthernSgaw	khwi³³	kʰ w i ³³	khwi³³			kʰ.w i ³³
2484	k o t ⁴⁵	203	2456	nine	SouthernPao	kot⁴⁵	k o t ⁴⁵	kot⁴⁵			k o t ⁴⁵
2768	kʰ.w i ⁵³	203	2454	nine	SouthernPwo	khwi⁵³	kʰ w i ⁵³	khwi⁵³			kʰ.w i ⁵³
3067	kʰ.w i ⁵⁵	203	2454	nine	SouthernSgaw	khwi⁵⁵	kʰ w i ⁵⁵	khwi⁵⁵			kʰ.w i ⁵⁵
3335	kʰ.w i ⁵⁵	203	2454	nine	WesternBwe	khwi⁵⁵	kʰ w i ⁵⁵	khwi⁵⁵			kʰ.w i ⁵⁵
3436	kʰ.w i ᴬ/⁵⁵	0	2454	nine	ProtoKaren		kʰ w i ⁵⁵				kʰ.w i ⁵⁵
3437	Ø/k o t ᴬ/⁵⁵	0	2456	nine	ProtoKaren		k o t ⁵⁵				k o t ⁵⁵
209	n e ᴮ/¹¹	204	2468	obtain, receive, take, get	ProtoKaren	*neᴮ	n e ¹¹	*neᴮ			n e ¹¹
731	n i ¹¹	204	2468	obtain, receive, take, get	Kayah	ni¹¹	n i ¹¹	ni¹¹			n i ¹¹
1023	n ai ¹¹	204	2468	obtain, receive, take, get	Kayan	nai¹¹	n ai ¹¹	nai¹¹			n ai ¹¹
1327	n i ¹¹	204	2468	obtain, receive, take, get	Kayaw	ni¹¹	n i ¹¹	ni¹¹			n i ¹¹
1621	n e ⁵³	204	2468	obtain, receive, take, get	NorthernPao	ne⁵³	n e ⁵³	ne⁵³			n e ⁵³
1906	n i ɦ.¹¹	204	2468	obtain, receive, take, get	NorthernPwo	ni¹¹̈	n i ɦ ¹¹	ni¹¹ ̈			n i ɦ.¹¹
2200	n e ɦ.¹¹	204	2468	obtain, receive, take, get	NorthernSgaw	ne¹¹̈	n e ɦ ¹¹	ne¹¹ ̈			n e ɦ.¹¹
2769	n i ³³	204	2468	obtain, receive, take, get	SouthernPwo	ni³³	n i ³³	ni³³			n i ³³
3068	n e ³¹	204	2468	obtain, receive, take, get	SouthernSgaw	ne³¹	n e ³¹	ne³¹			n e ³¹
3336	n i !⁵⁵/³³	204	2468	obtain, receive, take, get	WesternBwe	ni⁵⁵	n i ³³	ni⁵⁵			n i ³³
210	b.r a ᴮ/¹¹	205	2480	old (of humans)	ProtoKaren	*braᴮ	b r a ¹¹	*braᴮ			b.r a ¹¹
732	pʰ.r e ¹¹	205	2480	old (of humans)	Kayah	phre¹¹	pʰ r e ¹¹	phre¹¹			pʰ.r e ¹¹
1024	p.r a ¹¹	205	2480	old (of humans)	Kayan	pra¹¹	p r a ¹¹	pra¹¹			p.r a ¹¹
1328	p.r a ¹¹	205	2480	old (of humans)	Kayaw	pra¹¹	p r a ¹¹	pra¹¹			p.r a ¹¹
1622	pʰ.r a ⁵³	205	2480	old (of humans)	NorthernPao	phra⁵³	pʰ r a ⁵³	phra⁵³			pʰ.r a ⁵³
2201	s a.ʔ ⁴⁵ + p.ɣ a Ø/ɦ.¹¹	205	2481 2480	old (of humans)	NorthernSgaw	sa_Ɂ⁴⁵pɣa¹¹̈	s a ʔ ⁴⁵ + p ɣ a ɦ ¹¹	sa Ɂ⁴⁵pɣa¹¹ ̈			s a.ʔ ⁴⁵ + p.ɣ a ɦ.¹¹
2485	!p/pʰ.r a ⁵⁵	205	2480	old (of humans)	SouthernPao	pra⁵⁵	pʰ r a ⁵⁵	pra⁵⁵			pʰ.r a ⁵⁵
3069	p.ɣ a ³¹	205	2480	old (of humans)	SouthernSgaw	pɣa³¹	p ɣ a ³¹	pɣa³¹			p.ɣ a ³¹
3337	θ a ³³ + b.w ɛ ³³	205	2482 2480	old (of humans)	WesternBwe	θa³³_bwɛ³³	θ a ³³ + b w ɛ ³³	θa³³ bwɛ³³			θ a ³³ + b.w ɛ ³³
211	l ei ᴬ/⁵⁵ + l a.ɴ ¹	206	2493 2495	old (of things)	ProtoKaren	*lejᴬ_*laN¹	l ei ⁵⁵ + l a ɴ ¹	*lejᴬ *laN¹			l ei ⁵⁵ + l a.ɴ ¹
733	l ə ¹¹	206	2493	old (of things)	Kayah	lə¹¹	l ə ¹¹	lə¹¹			l ə ¹¹
1329	l i ³³	206	2493	old (of things)	Kayaw	li³³	l i ³³	li³³			l i ³³
1623	l i ³³	206	2493	old (of things)	NorthernPao	li³³	l i ³³	li³³			l i ³³
1907	l ei ⁵⁵	206	2493	old (of things)	NorthernPwo	lei⁵⁵	l ei ⁵⁵	lei⁵⁵			l ei ⁵⁵
2202	l ɔ ¹¹ + l i ³³	206	2494 2493	old (of things)	NorthernSgaw	lɔ¹¹_l_i³³	l ɔ ¹¹ + l i ³³	lɔ¹¹ l i³³			l ɔ ¹¹ + l i ³³
2770	l ei ɦ.³¹	206	2493	old (of things)	SouthernPwo	lei³¹̈	l ei ɦ ³¹	lei³¹ ̈			l ei ɦ.³¹
3070	l i ³³	206	2493	old (of things)	SouthernSgaw	li³³	l i ³³	li³³			l i ³³
212	t Ø/ə.Ø/ʔ̚ Ø/⁰ + l a.Ø/ʔ̚ ᵀ/³³	207	2505 2506	one	ProtoKaren	*t-laᵀ	t ə ʔ̚ ⁰ + l a ʔ̚ ³³	*t-laᵀ		poly-syllabic change	t ə.ʔ̚ ⁰ + l a.ʔ̚ ³³
734	t Ø/ə Ø/⁰	207	2505	one	Kayah	t-	t ə ⁰	t-			t ə ⁰
1025	l a ¹¹	207	2506	one	Kayan	la¹¹_~_laɁ²¹	l a ¹¹	la¹¹ ~ laɁ²¹			l a ¹¹
1330	t Ø/ə Ø/⁰	207	2505	one	Kayaw	t-	t ə ⁰	t-			t ə ⁰
1624	t a.ʔ ²¹	207	2505	one	NorthernPao	taɁ²¹	t a ʔ ²¹	taɁ²¹			t a.ʔ ²¹
1908	l a.ʔ ²¹	207	2506	one	NorthernPwo	laɁ²¹	l a ʔ ²¹	laɁ²¹~la¹¹			l a.ʔ ²¹
2203	t ə ³³	207	2505	one	NorthernSgaw	tə³³	t ə ³³	tə³³			t ə ³³
2486	t a.ʔ ²¹	207	2505	one	SouthernPao	taɁ²¹	t a ʔ ²¹	taɁ²¹			t a.ʔ ²¹
2771	l !ə/a ɦ.³¹	207	2506	one	SouthernPwo	lə³¹̈	l a ɦ ³¹	lə³¹ ̈			l a ɦ.³¹
3071	t ə.ʔ ²¹	207	2505	one	SouthernSgaw	təɁ²¹	t ə ʔ ²¹	təɁ²¹			t ə.ʔ ²¹
3338	t o ⁵⁵	207	2505	one	WesternBwe	to⁵⁵	t o ⁵⁵	to⁵⁵, tə³³-, də³³-			t o ⁵⁵
3339	t ə ³³	207	2505	one	WesternBwe	tə³³-	t ə ³³	to⁵⁵, tə³³-, də³³-			t ə ³³
3340	d ə ³³	207	2505	one	WesternBwe	də³³-	d ə ³³	to⁵⁵, tə³³-, də³³-			d ə ³³
213	ʔ a.ɴ ᴬ/⁵⁵	208	2520	open (the mouth)	ProtoKaren	*ɁaNᴬ	ʔ a ɴ ⁵⁵	*ɁaNᴬ			ʔ a.ɴ ⁵⁵
735	ʔ ɛ ³³	208	2520	open (the mouth)	Kayah	Ɂɛ³³	ʔ ɛ ³³	Ɂɛ³³			ʔ ɛ ³³
1026	ʔ a.ŋ ⁵³	208	2520	open (the mouth)	Kayan	Ɂaŋ⁵³	ʔ a ŋ ⁵³	Ɂaŋ⁵³			ʔ a.ŋ ⁵³
1331	ʔ ɔ ⁵⁵	208	2520	open (the mouth)	Kayaw	Ɂɔ⁵⁵	ʔ ɔ ⁵⁵	Ɂɔ⁵⁵			ʔ ɔ ⁵⁵
1625	ʔ a.!ŋ/n Ø/ɦ.³¹	208	2520	open (the mouth)	NorthernPao	Ɂaŋ³¹̈	ʔ a n ɦ ³¹	Ɂaŋ³¹ ̈			ʔ a.n ɦ.³¹
2204	ʔ ɔ ³³	208	2520	open (the mouth)	NorthernSgaw	Ɂɔ³³	ʔ ɔ ³³	Ɂɔ³³			ʔ ɔ ³³
2487	ʔ a.n Ø/ɦ.³¹	208	2520	open (the mouth)	SouthernPao	Ɂan³¹̈	ʔ a n ɦ ³¹	Ɂan³¹ ̈			ʔ a.n ɦ.³¹
2772	ʔ ɔ̃ Ø/ɦ.³¹	208	2520	open (the mouth)	SouthernPwo	Ɂɔ̃³¹̈	ʔ ɔ̃ ɦ ³¹	Ɂɔ̃³¹ ̈			ʔ ɔ̃ ɦ.³¹
3341	a ⁵⁵ + tʰ a ³³	208	471 2522	open (the mouth)	WesternBwe	a⁵⁵-tha³³	a ⁵⁵ + tʰ a ³³	a⁵⁵-tha³³	_-:prefix/a ?		a ⁵⁵ + tʰ a ³³
214	b o ᴮ/¹¹	209	2531	ox, bull, cow	ProtoKaren	*boᴮ	b o ¹¹	*boᴮ			b o ¹¹
736	p u ¹¹	209	2531	ox, bull, cow	Kayah	pu¹¹	p u ¹¹	pu¹¹			p u ¹¹
1027	p au ¹¹	209	2531	ox, bull, cow	Kayan	pau¹¹	p au ¹¹	pau¹¹			p au ¹¹
1332	p u ¹¹	209	2531	ox, bull, cow	Kayaw	pu¹¹	p u ¹¹	pu¹¹			p u ¹¹
1626	pʰ o ⁵³	209	2531	ox, bull, cow	NorthernPao	pho⁵³	pʰ o ⁵³	pho⁵³			pʰ o ⁵³
2488	p o ⁵⁵	209	2531	ox, bull, cow	SouthernPao	po⁵⁵	p o ⁵⁵	po⁵⁵			p o ⁵⁵
3342	b o ³³	209	2531	ox, bull, cow	WesternBwe	bo³³	b o ³³	bo³³			b o ³³
215	ɲ a ᴬ/⁵⁵	210	2540	palm (of the hand)	ProtoKaren	*ɲaᴬ	ɲ a ⁵⁵	*ɲaᴬ			ɲ a ⁵⁵
737	j a ¹¹	210	2539	palm (of the hand)	Kayah	ja¹¹	j a ¹¹	ja¹¹	palm-of-hand		j a ¹¹
1627	j a ³³	210	2539	palm (of the hand)	NorthernPao	ja³³	j a ³³	ja³³			j a ³³
1909	j ɛ ³⁵	210	2539	palm (of the hand)	NorthernPwo	jɛ³⁵	j ɛ ³⁵	jɛ³⁵			j ɛ ³⁵
2205	ɲ a ³³	210	2540	palm (of the hand)	NorthernSgaw	ɲa³³	ɲ a ³³	ɲa³³			ɲ a ³³
2489	j a ⁵³	210	2539	palm (of the hand)	SouthernPao	ja⁵³	j a ⁵³	ja⁵³			j a ⁵³
2773	j a ⁵³	210	2539	palm (of the hand)	SouthernPwo	ja⁵³	j a ⁵³	ja⁵³			j a ⁵³
216	j o ᴬ/⁵⁵	211	2547	pangolin, anteater	ProtoKaren	*joᴬ	j o ⁵⁵	*joᴬ			j o ⁵⁵
738	j u ¹¹	211	2547	pangolin, anteater	Kayah	ju¹¹	j u ¹¹	ju¹¹			j u ¹¹
1028	ɟ au ³³	211	2548	pangolin, anteater	Kayan	Ɉau³³	ɟ au ³³	Ɉau³³			ɟ au ³³
1333	j u ³³	211	2547	pangolin, anteater	Kayaw	ju³³	j u ³³	ju³³			j u ³³
1628	j !u/o ³³	211	2547	pangolin, anteater	NorthernPao	ju³³	j o ³³	ju³³			j o ³³
1910	j ũ/u ¹¹	211	2547	pangolin, anteater	NorthernPwo	jũ¹¹	j u ¹¹	jũ¹¹			j u ¹¹
2206	j o ³³ + h ɔ̃ ³¹	211	2547 2549	pangolin, anteater	NorthernSgaw	jo³³hɔ³¹῀	j o ³³ + h ɔ̃ ³¹	jo³³hɔ³¹῀			j o ³³ + h ɔ̃ ³¹
2774	j !ɨ/u Ø/ɦ.³¹	211	2547	pangolin, anteater	SouthernPwo	jɨ³¹̈	j u ɦ ³¹	jɨ³¹ ̈			j u ɦ.³¹
3072	j u ³³	211	2547	pangolin, anteater	SouthernSgaw	ju³³	j u ³³	ju³³			j u ³³
3343	j !ʊ/o ³³ + θ o ³³	211	2547 3	pangolin, anteater	WesternBwe	jʊ³³-θo³³	j o ³³ + θ o ³³	jʊ³³-θo³³			j o ³³ + θ o ³³
217	k i ᴮ/¹¹	212	2559	parrot, parakeet	ProtoKaren	*kiᴮ	k i ¹¹	*(thoᴮ)kiᴮ			k i ¹¹
739	!kʰ/k i ¹¹	212	2559	parrot, parakeet	Kayah	khi¹¹	k i ¹¹	khi¹¹			k i ¹¹
1029	!kʰ/k i ¹¹	212	2559	parrot, parakeet	Kayan	khi¹¹	k i ¹¹	khi¹¹			k i ¹¹
1334	k i ¹¹	212	2559	parrot, parakeet	Kayaw	ki¹¹	k i ¹¹	ki¹¹			k i ¹¹
1629	k i ⁵⁵	212	2559	parrot, parakeet	NorthernPao	ki⁵⁵	k i ⁵⁵	ki⁵⁵			k i ⁵⁵
1911	k ei ³³	212	2559	parrot, parakeet	NorthernPwo	kei³³	k ei ³³	kei³³			k ei ³³
2775	k ei ⁵⁵	212	2559	parrot, parakeet	SouthernPwo	kei⁵⁵	k ei ⁵⁵	kei⁵⁵			k ei ⁵⁵
3073	k i ⁴⁵	212	2559	parrot, parakeet	SouthernSgaw	ki⁴⁵’	k i ⁴⁵	ki⁴⁵’			k i ⁴⁵
3344	k i ³³	212	2559	parrot, parakeet	WesternBwe	ki³³	k i ³³	ki³³~khi³³			k i ³³
218	!g/k.l ɛ ᴬ/⁵⁵	213	2570	path, trail, way	ProtoKaren	*glɛᴬ	k l ɛ ⁵⁵	*glɛᴬ			k.l ɛ ⁵⁵
1030	!kʰ/k.l ɛ ³³	213	2570	path, trail, way	Kayan	khlɛ³³	k l ɛ ³³	khlɛ³³			k.l ɛ ³³
1335	k.l ɛ ³³	213	2570	path, trail, way	Kayaw	klɛ³³	k l ɛ ³³	klɛ³³			k.l ɛ ³³
2207	k.l ɛ ³³	213	2570	path, trail, way	NorthernSgaw	klɛ³³	k l ɛ ³³	klɛ³³~klɛɁ⁴⁵			k.l ɛ ³³
2490	k.l ai ⁵³	213	2570	path, trail, way	SouthernPao	klai⁵³	k l ai ⁵³	klai⁵³			k.l ai ⁵³
3074	k.l ɛ ³³	213	2570	path, trail, way	SouthernSgaw	klɛ³³	k l ɛ ³³	klɛ³³			k.l ɛ ³³
3345	k.l ɛ ³³	213	2570	path, trail, way	WesternBwe	klɛ³³	k l ɛ ³³	klɛ³³			k.l ɛ ³³
219	b.r a.ʔ/ʔ̚ ᴰ/⁵¹	214	2579	peacock	ProtoKaren	*braɁᴰ	b r a ʔ̚ ⁵¹	*(thoᴮ)braɁᴰ			b.r a.ʔ̚ ⁵¹
740	pʰ.r e ³³	214	2579	peacock	Kayah	phre³³	pʰ r e ³³	phre³³			pʰ.r e ³³
1031	p.r a.ʔ ²¹	214	2579	peacock	Kayan	praɁ²¹	p r a ʔ ²¹	praɁ²¹			p.r a.ʔ ²¹
1336	p.r ɔ ³³	214	2579	peacock	Kayaw	prɔ³³	p r ɔ ³³	prɔ³³			p.r ɔ ³³
1912	!s/p.!j/ɣ a.ʔ ²¹	214	2579	peacock	NorthernPwo	sjaɁ²¹	p ɣ a ʔ ²¹	sjaɁ²¹			p.ɣ a.ʔ ²¹
2208	!b/p.ɣ a.ʔ ²¹	214	2579	peacock	NorthernSgaw	bɣaɁ²¹	p ɣ a ʔ ²¹	bɣaɁ²¹~phɣaɁ²¹			p.ɣ a.ʔ ²¹
2776	!ɕ/p.Ø/ɣ a.ʔ ⁴⁵	214	2579	peacock	SouthernPwo	ɕaɁ⁴⁵	p ɣ a ʔ ⁴⁵	ɕaɁ⁴⁵			p.ɣ a.ʔ ⁴⁵
3075	p.ɣ a.!Ø/ʔ Ø/ɦ.¹¹	214	2579	peacock	SouthernSgaw	pɣa¹¹̈	p ɣ a ʔ ɦ ¹¹	pɣa¹¹ ̈			p.ɣ a.ʔ ɦ.¹¹
3346	b.!Ø/w a ¹¹	214	2579	peacock	WesternBwe	ba¹¹	b w a ¹¹	ba¹¹			b.w a ¹¹
220	k Ø/ə Ø/⁰ + b ɔ.ŋ ᴬ/⁵⁵	215	2591 2590	pen, coop	ProtoKaren	*k-bɔŋᴬ	k ə ⁰ + b ɔ ŋ ⁵⁵	*k-bɔŋᴬ			k ə ⁰ + b ɔ.ŋ ⁵⁵
741	p o ¹¹	215	2590	pen, coop	Kayah	po¹¹	p o ¹¹	po¹¹			p o ¹¹
1032	p ɔ ³³	215	2590	pen, coop	Kayan	pɔ³³	p ɔ ³³	pɔ³³			p ɔ ³³
1337	p o ³³	215	2590	pen, coop	Kayaw	po³³	p o ³³	po³³			p o ³³
1630	pʰ ɔ.ŋ ³³	215	2590	pen, coop	NorthernPao	phɔŋ³³	pʰ ɔ ŋ ³³	phɔŋ³³			pʰ ɔ.ŋ ³³
1913	pʰ ɔ̃ ⁵⁵	215	2590	pen, coop	NorthernPwo	phɔ̃⁵⁵	pʰ ɔ̃ ⁵⁵	phɔ̃⁵⁵			pʰ ɔ̃ ⁵⁵
2209	k ə ¹¹ + p o ³³	215	2591 2590	pen, coop	NorthernSgaw	kə¹¹po³³	k ə ¹¹ + p o ³³	kə¹¹po³³			k ə ¹¹ + p o ³³
2491	p ɔ.ŋ ⁵³	215	2590	pen, coop	SouthernPao	pɔŋ⁵³	p ɔ ŋ ⁵³	pɔŋ⁵³			p ɔ.ŋ ⁵³
2777	pʰ õ ɦ.³¹	215	2590	pen, coop	SouthernPwo	phõ³¹̈	pʰ õ ɦ ³¹	phõ³¹ ̈			pʰ õ ɦ.³¹
3076	k ə.ʔ ²¹ + p o ³³	215	2591 2590	pen, coop	SouthernSgaw	kəɁ²¹po³³	k ə ʔ ²¹ + p o ³³	kəɁ²¹po³³			k ə.ʔ ²¹ + p o ³³
221	!t/tʰ e ᴮ/¹¹	216	2604	penis	ProtoKaren	*teᴮ	tʰ e ¹¹	*teᴮ			tʰ e ¹¹
742	tʰ i ¹¹	216	2604	penis	Kayah	thi¹¹	tʰ i ¹¹	thi¹¹			tʰ i ¹¹
1033	tʰ ai ¹¹	216	2604	penis	Kayan	thai¹¹	tʰ ai ¹¹	thai¹¹			tʰ ai ¹¹
1338	tʰ i ¹¹	216	2604	penis	Kayaw	thi¹¹	tʰ i ¹¹	thi¹¹			tʰ i ¹¹
1631	!t/tʰ e ⁵⁵	216	2604	penis	NorthernPao	te⁵⁵	tʰ e ⁵⁵	te⁵⁵			tʰ e ⁵⁵
1914	tʰ i ³³	216	2604	penis	NorthernPwo	thi³³	tʰ i ³³	thi³³			tʰ i ³³
2210	tʰ ẽ/e ³¹	216	2604	penis	NorthernSgaw	the³¹῀	tʰ e ³¹	the³¹῀			tʰ e ³¹
2492	!t/tʰ e ³³	216	2604	penis	SouthernPao	te³³	tʰ e ³³	te³³			tʰ e ³³
2778	tʰ i ⁵⁵	216	2604	penis	SouthernPwo	thi⁵⁵	tʰ i ⁵⁵	thi⁵⁵			tʰ i ⁵⁵
3077	tʰ e ⁴⁵	216	2604	penis	SouthernSgaw	the⁴⁵’	tʰ e ⁴⁵	the⁴⁵’			tʰ e ⁴⁵
222	r e.ʔ/ʔ̚ ᴰ/⁵¹	217	2616	pheasant	ProtoKaren	*reɁᴰ	r e ʔ̚ ⁵¹	*(thoᴮ)reɁᴰ			r e.ʔ̚ ⁵¹
743	r a ³³	217	2616	pheasant	Kayah	ra³³	r a ³³	ra³³			r a ³³
1339	r e ³³	217	2616	pheasant	Kayaw	-_re³³	r e ³³	- re³³			r e ³³
1915	ɣ ai.ʔ ²¹	217	2616	pheasant	NorthernPwo	ɣaiɁ²¹	ɣ ai ʔ ²¹	ɣaiɁ²¹			ɣ ai.ʔ ²¹
2211	ɣ i.ʔ ²¹	217	2616	pheasant	NorthernSgaw	ɣiɁ²¹	ɣ i ʔ ²¹	ɣiɁ²¹			ɣ i.ʔ ²¹
2779	ɣ ai.ʔ ⁴⁵	217	2616	pheasant	SouthernPwo	ɣaiɁ⁴⁵	ɣ ai ʔ ⁴⁵	ɣaiɁ⁴⁵			ɣ ai.ʔ ⁴⁵
3078	ɣ ai Ø/ɦ.¹¹	217	2616	pheasant	SouthernSgaw	ɣai¹¹̈	ɣ ai ɦ ¹¹	ɣai¹¹ ̈			ɣ ai ɦ.¹¹
223	tʰ ɔ.ʔ/ʔ̚ ᴰ/⁵¹	218	315	pig	ProtoKaren	*thɔɁᴰ	tʰ ɔ ʔ̚ ⁵¹	*thɔɁᴰ	pig		tʰ ɔ.ʔ̚ ⁵¹
744	tʰ ɛ ⁵⁵	218	315	pig	Kayah	thɛ⁵⁵	tʰ ɛ ⁵⁵	thɛ⁵⁵	pig		tʰ ɛ ⁵⁵
1034	tʰ au.ʔ ⁴⁵	218	315	pig	Kayan	thauɁ⁴⁵	tʰ au ʔ ⁴⁵	thauɁ⁴⁵	pig		tʰ au.ʔ ⁴⁵
1340	tʰ o ³³	218	315	pig	Kayaw	tho³³	tʰ o ³³	tho³³	pig		tʰ o ³³
1632	tʰ ɔ.ʔ ²¹	218	315	pig	NorthernPao	thɔɁ²¹	tʰ ɔ ʔ ²¹	thɔɁ²¹	pig		tʰ ɔ.ʔ ²¹
1916	tʰ o.ʔ ⁴⁵	218	315	pig	NorthernPwo	thoɁ⁴⁵	tʰ o ʔ ⁴⁵	thoɁ⁴⁵	pig		tʰ o.ʔ ⁴⁵
2212	tʰ ɔ.ʔ ⁴⁵	218	315	pig	NorthernSgaw	thɔɁ⁴⁵	tʰ ɔ ʔ ⁴⁵	thɔɁ⁴⁵	pig		tʰ ɔ.ʔ ⁴⁵
2493	tʰ ɔ.ʔ ²¹	218	315	pig	SouthernPao	thɔɁ²¹	tʰ ɔ ʔ ²¹	thɔɁ²¹	pig		tʰ ɔ.ʔ ²¹
2780	tʰ u.ʔ ²¹	218	315	pig	SouthernPwo	thuɁ²¹	tʰ u ʔ ²¹	thuɁ²¹	pig		tʰ u.ʔ ²¹
3079	tʰ ɔ.ʔ ²¹	218	315	pig	SouthernSgaw	thɔɁ²¹	tʰ ɔ ʔ ²¹	thɔɁ²¹	pig		tʰ ɔ.ʔ ²¹
3347	tʰ ɔ ³³	218	315	pig	WesternBwe	thɔ³³	tʰ ɔ ³³	thɔ³³	pig		tʰ ɔ ³³
224	p.l o.m ᴮ/¹¹	219	2637	pile	ProtoKaren	*plomᴮ	p l o m ¹¹	*plomᴮ			p.l o.m ¹¹
745	p.l u ¹¹	219	2637	pile	Kayah	plu¹¹	p l u ¹¹	plu¹¹			p.l u ¹¹
1035	b.l o ¹¹	219	2637	pile	Kayan	blo¹¹	b l o ¹¹	blo¹¹			b.l o ¹¹
1341	p.l ə ¹¹	219	2637	pile	Kayaw	plə¹¹	p l ə ¹¹	plə¹¹			p.l ə ¹¹
1633	p.Ø/l o.m ⁵⁵	219	2637	pile	NorthernPao	pom⁵⁵	p l o m ⁵⁵	pom⁵⁵			p.l o.m ⁵⁵
1917	!p/pʰ.Ø/l ãu ³³	219	2637	pile	NorthernPwo	pãu³³	pʰ l ãu ³³	pãu³³			pʰ.l ãu ³³
2213	!p/b.Ø/l ũ ³¹	219	2637	pile	NorthernSgaw	pu³¹῀	b l ũ ³¹	pu³¹῀			b.l ũ ³¹
2494	p.Ø/l o.m ³³	219	2637	pile	SouthernPao	pom³³	p l o m ³³	pom³³			p.l o.m ³³
2781	!p/pʰ.Ø/l õu !ɦ³¹/³¹	219	2637	pile	SouthernPwo	põu³¹̈	pʰ l õu ³¹	põu³¹ ̈			pʰ.l õu ³¹
3080	!p/b.Ø/l u ⁴⁵	219	2637	pile	SouthernSgaw	pu⁴⁵’	b l u ⁴⁵	pu⁴⁵’			b.l u ⁴⁵
3348	p.l o ³³	219	2637	pile	WesternBwe	plo³³	p l o ³³	plo³³			p.l o ³³
225	c u ᴬ/⁵⁵	220	2649	pointed (as of needles), sharp point	ProtoKaren	*cuᴬ	c u ⁵⁵	*cuᴬ			c u ⁵⁵
746	c u ³³	220	2649	pointed (as of needles), sharp point	Kayah	cu³³	c u ³³	cu³³			c u ³³
1036	c u ⁵³	220	2649	pointed (as of needles), sharp point	Kayan	cu⁵³	c u ⁵³	cu⁵³			c u ⁵³
1342	c u ⁵⁵	220	2649	pointed (as of needles), sharp point	Kayaw	cu⁵⁵	c u ⁵⁵	cu⁵⁵			c u ⁵⁵
1634	c u ɦ.³¹	220	2649	pointed (as of needles), sharp point	NorthernPao	cu³¹̈	c u ɦ ³¹	cu³¹ ̈			c u ɦ.³¹
1918	c u ⁵⁵	220	2649	pointed (as of needles), sharp point	NorthernPwo	cu⁵⁵	c u ⁵⁵	cu⁵⁵			c u ⁵⁵
2214	c u.ʔ ⁴⁵	220	2649	pointed (as of needles), sharp point	NorthernSgaw	cuɁ⁴⁵	c u ʔ ⁴⁵	cuɁ⁴⁵			c u.ʔ ⁴⁵
2495	k.j u ɦ.³¹	220	2649	pointed (as of needles), sharp point	SouthernPao	kju³¹̈	k j u ɦ ³¹	kju³¹ ̈			k.j u ɦ.³¹
2782	c u ɦ.³¹	220	2649	pointed (as of needles), sharp point	SouthernPwo	cu³¹̈	c u ɦ ³¹	cu³¹ ̈			c u ɦ.³¹
3081	c u ⁵⁵	220	2649	pointed (as of needles), sharp point	SouthernSgaw	cu⁵⁵	c u ⁵⁵	cu⁵⁵			c u ⁵⁵
3349	c u ⁵⁵	220	2649	pointed (as of needles), sharp point	WesternBwe	cu⁵⁵	c u ⁵⁵	cu⁵⁵			c u ⁵⁵
226	tʰ u.ɴ ᴮ/¹¹	221	2662	pole	ProtoKaren	*thuNᴮ	tʰ u ɴ ¹¹	*thuNᴮ			tʰ u.ɴ ¹¹
747	tʰ ɨ ¹¹	221	2662	pole	Kayah	thɨ¹¹	tʰ ɨ ¹¹	thɨ¹¹			tʰ ɨ ¹¹
1037	tʰ.w a.ŋ ¹¹	221	2662	pole	Kayan	thwaŋ¹¹	tʰ w a ŋ ¹¹	thwaŋ¹¹			tʰ.w a.ŋ ¹¹
1343	tʰ u ¹¹	221	2662	pole	Kayaw	thu¹¹	tʰ u ¹¹	thu¹¹			tʰ u ¹¹
1635	tʰ u.n ⁵⁵	221	2662	pole	NorthernPao	thun⁵⁵	tʰ u n ⁵⁵	thun⁵⁵			tʰ u.n ⁵⁵
1919	tʰ ɑ̃ ³³	221	2662	pole	NorthernPwo	thɑ̃³³	tʰ ɑ̃ ³³	thɑ̃³³			tʰ ɑ̃ ³³
2215	tʰ ũ ³¹	221	2662	pole	NorthernSgaw	thu³¹῀	tʰ ũ ³¹	thu³¹῀			tʰ ũ ³¹
2496	tʰ.u/w ə.m ³³	221	2662	pole	SouthernPao	thuə̯_m³³	tʰ w ə m ³³	thuə̯ m³³			tʰ.w ə.m ³³
2783	tʰ ə̃ɨ ɦ.⁵⁵	221	2662	pole	SouthernPwo	thə̃ɨ⁵⁵	tʰ ə̃ɨ ɦ ⁵⁵	thə̃ɨ⁵⁵			tʰ ə̃ɨ ɦ.⁵⁵
3082	tʰ u ⁴⁵	221	2662	pole	SouthernSgaw	thu⁴⁵’	tʰ u ⁴⁵	thu⁴⁵’			tʰ u ⁴⁵
227	s u.n ᴮ/¹¹	222	2673	porcupine	ProtoKaren	*sunᴮ	s u n ¹¹	*sunᴮ			s u.n ¹¹
748	s ɨ ¹¹	222	2673	porcupine	Kayah	sɨ¹¹	s ɨ ¹¹	sɨ¹¹			s ɨ ¹¹
1038	θ.w a.ŋ ¹¹	222	2673	porcupine	Kayan	θwaŋ¹¹	θ w a ŋ ¹¹	θwaŋ¹¹			θ.w a.ŋ ¹¹
1344	s u ¹¹	222	2673	porcupine	Kayaw	su¹¹	s u ¹¹	su¹¹			s u ¹¹
